Source,Target
Застегни это.,Fasten it.
Найди их.,Find them.
Найдите их.,Find them.
Следуйте за мной.,Follow me.
Иди за мной.,Follow me.
Следуй за мной.,Follow me.
Идите за мной.,Follow me.
За мной.,Follow me.
Иди за нами.,Follow us.
Следуй за нами.,Follow us.
Идите за нами.,Follow us.
Следуйте за нами.,Follow us.
Поезжай за нами.,Follow us.
Поезжайте за нами.,Follow us.
Забудьте!,Forget it!
Забудь об этом!,Forget it!
Забудь!,Forget it!
Забудьте об этом!,Forget it!
Попустись.,Forget it.
Забудь!,Forget it.
Забудь меня.,Forget me.
Забудьте меня.,Forget me.
Найди работу.,Get a job.
Найдите работу!,Get a job.
Приготовься.,Get ready.
Готовьтесь.,Get ready.
Приготовьтесь.,Get ready.
Готовься.,Get ready.
Идите быстрее.,Go faster.
Иди быстрее.,Go faster.
Сходи за ним.,Go get it.
Сходи за ней.,Go get it.
Сходите за ним.,Go get it.
Сходите за ней.,Go get it.
Входите.,Go inside.
Иди внутрь.,Go inside.
Идите внутрь.,Go inside.
Входи.,Go inside.
Иди помедленней.,Go slower.
Идите помедленней.,Go slower.
Иди спать.,Go to bed.
Марш в постель!,Go to bed.
Ложись спать.,Go to bed.
Идите спать.,Go to bed.
Иди в кровать.,Go to bed.
Идите в кровать.,Go to bed.
Ложитесь спать.,Go to bed.
Спокойной ночи.,Goodnight.
Лови!,Grab that.
Лови это.,Grab that.
Ловите!,Grab that.
Ловите это.,Grab that.
Лови!,Grab this.
Лови это.,Grab this.
Ловите!,Grab this.
Ловите это.,Grab this.
Руки прочь.,Hands off.
Руки убрал!,Hands off.
Возьмите немного.,Have some.
Он болен.,He is ill.
Он болеет.,He is ill.
Он побрился.,He shaved.
Он улыбнулся.,He smiled.
Он диджей.,He's a DJ.
Он занят.,He's busy.
Он хороший.,He's good.
Он ленивый.,He's lazy.
Он мой.,He's mine.
Он богатый.,He's rich.
Он богат.,He's rich.
Направляйся на восток.,Head east.
Направляйтесь на восток.,Head east.
Направляйся на запад.,Head west.
Направляйтесь на запад.,Head west.
А вот и я.,Here I am.
Вот пять долларов.,Here's $5.
Спрячьтесь здесь.,Hide here.
Прекратите огонь!,Hold fire.
Подержи это.,Hold this.
Подержите это.,Hold this.
Какой ужас!,How awful!
Это ужасно!,How awful!
Как забавно!,How funny!
Как странно!,How weird!
Как Том?,How's Tom?
Как Том поживает?,How's Tom?
Как там Том?,How's Tom?
Мне холодно.,I am cold.
Я замёрз.,I am cold.
Я замёрзла.,I am cold.
Я наелся.,I am full.
Я сыт.,I am full.
Я наелась.,I am full.
Я хороший.,I am good.
Я хорошая.,I am good.
Я здесь.,I am here.
Я тут.,I am here.
Со мной всё в порядке.,I am okay.
У меня всё хорошо.,I am okay.
Я в порядке.,I am okay.
У меня всё в порядке.,I am okay.
Я болен.,I am sick.
Мне дурно.,I am sick.
Я болею.,I am sick.
Я больна.,I am sick.
Я уверена.,I am sure.
Я убеждён.,I am sure.
Я высокий.,I am tall.
Я высокая.,I am tall.
Я слаб.,I am weak.
Я слаба.,I am weak.
Я слабый.,I am weak.
Я слабая.,I am weak.
У меня всё хорошо.,I am well.
Я в порядке.,I am well.
Я одобряю.,I approve.
Я даю добро.,I approve.
Умоляю тебя.,I beg you.
Умоляю вас.,I beg you.
Я моргнул.,I blinked.
Я моргнула.,I blinked.
Я могу летать.,I can fly.
Я умею летать.,I can fly.
Я умею бегать.,I can run.
Я могу побежать.,I can run.
Я умею кататься на лыжах.,I can ski.
Я могу выиграть.,I can win.
Я могу победить.,I can win.
Я смошенничал.,I cheated.
Я смошенничала.,I cheated.
Я сжульничал.,I cheated.
Я сжульничала.,I cheated.
Я аплодировал.,I cheered.
Я рукоплескал.,I cheered.
Я кашлянул.,I coughed.
Я разбился.,I crashed.
Я разбилась.,I crashed.
Я съёжился.,I cringed.
Я сбежал.,I escaped.
Я сбежала.,I escaped.
Я упал в обморок.,I fainted.
Я упала в обморок.,I fainted.
"Боюсь, что так.",I fear so.
Я нахмурился.,I frowned.
Я нахмурилась.,I frowned.
Я сдался.,I gave up.
Я хихикнул.,I giggled.
Я хихикнула.,I giggled.
Сдаюсь.,I give in.
Я сдаюсь.,I give up.
Сдаюсь.,I give up.
Я злорадствовал.,I gloated.
Я злорадствовала.,I gloated.
Мне стало жарко.,I got hot.
Я разозлился.,I got mad.
Я рассердилась.,I got mad.
Я взбеленился.,I got mad.
Я взбесился.,I got mad.
Я рассвирепел.,I got mad.
Я ухмыльнулся.,I grinned.
Я ухмыльнулась.,I grinned.
Я простонал.,I groaned.
Я стонал.,I groaned.
Я стонала.,I groaned.
Я охнул.,I groaned.
Я простонала.,I groaned.
Я крякнул.,I grunted.
Я проворчал.,I grunted.
Я ненавижу телевизор.,I hate TV.
Ненавижу его.,I hate it.
Ненавижу её.,I hate it.
Он у меня есть.,I have it.
Она у меня есть.,I have it.
Оно у меня есть.,I have it.
Он у меня.,I have it.
Она у меня.,I have it.
Оно у меня.,I have it.
Я ударил Тома.,I hit Tom.
Я ударила Тома.,I hit Tom.
"Надеюсь, что так.",I hope so.
Надеюсь.,I hope so.
Я это знал.,I knew it.
Я знал это.,I knew it.
Я смеялся.,I laughed.
Я рассмеялся.,I laughed.
Мне это нравится.,I like it.
Это мне нравится.,I like it.
Я его потерял.,I lost it.
Я её потерял.,I lost it.
Обожаю это!,I love it!
У меня получилось.,I made it.
"Я, может быть, выиграю.",I may win.
Я могу выиграть.,I may win.
Я могу победить.,I may win.
Я серьёзно!,I mean it!
Я Тома встретил.,I met Tom.
Я встретил Тома.,I met Tom.
Я его встретил.,I met him.
Мне её не хватает.,I miss it.
Мне его не хватает.,I miss it.
Я должен идти.,I must go.
Я должен пойти.,I must go.
Я должен поехать.,I must go.
Мне нужно это.,I need it.
Он мне нужен.,I need it.
Она мне нужна.,I need it.
Оно мне нужно.,I need it.
Я заметил.,I noticed.
Я заметила.,I noticed.
Я заплатил вперёд.,I prepaid.
Я заплатила вперёд.,I prepaid.
Я внёс предоплату.,I prepaid.
Я внесла предоплату.,I prepaid.
Обещаю.,I promise.
Я обещаю.,I promise.
Я расслабился.,I relaxed.
Я расслабилась.,I relaxed.
Я вышел на пенсию.,I retired.
Я вышла на пенсию.,I retired.
Я сказал нет.,I said no.
Я так сказал.,I said so.
Я видел Тома.,I saw Tom.
Я видел его.,I saw him.
Я его видел.,I saw him.
Я одного видел.,I saw one.
Я одну видел.,I saw one.
Я одно видел.,I saw one.
Я один видел.,I saw one.
Я тебя видел.,I saw you.
Я вас видел.,I saw you.
Я Вас видел.,I saw you.
Я вижу Тома.,I see Tom.
Я тебя вижу.,I see you.
Я вас вижу.,I see you.
Я поскользнулся.,I slipped.
Я поскользнулась.,I slipped.
Я чихнул.,I sneezed.
Я чихнула.,I sneezed.
Я остановился.,I stopped.
Я остановилась.,I stopped.
Я занимался.,I studied.
Я вспотел.,I sweated.
Я вспотела.,I sweated.
Я споткнулся.,I tripped.
Я оступился.,I tripped.
Я этого хочу.,I want it.
Я был толстым.,I was fat.
Я была толстой.,I was fat.
Я был толстый.,I was fat.
Я была толстая.,I was fat.
Я был новеньким.,I was new.
Я была новенькой.,I was new.
Я был новенький.,I was new.
Я была новенькая.,I was new.
Мне было грустно.,I was sad.
Я был робок.,I was shy.
Я был застенчив.,I was shy.
Я был мокрый.,I was wet.
Я была мокрая.,I was wet.
Я пойду.,I will go.
Я поеду.,I will go.
Я проснулся.,I woke up.
Я проснулась.,I woke up.
Я бы согласился.,I'd agree.
Я бы согласилась.,I'd agree.
Я была бы согласна.,I'd agree.
Я бы сделал это.,I'd do it.
Я бы уехал.,I'd leave.
Я бы ушёл.,I'd leave.
Я позвоню.,I'll call.
Я буду готовить.,I'll cook.
Я помогу.,I'll help.
Я буду жить.,I'll live.
Я проиграю.,I'll lose.
Я подчинюсь.,I'll obey.
Я послушаюсь.,I'll obey.
Я соберу чемодан.,I'll pack.
Я пройду.,I'll pass.
Я уволюсь.,I'll quit.
Я прекращу.,I'll quit.
Я брошу.,I'll quit.
Я буду петь.,I'll sing.
Я запою.,I'll sing.
Я спою.,I'll sing.
Я останусь.,I'll stay.
Я остановлюсь.,I'll stop.
Я перестану.,I'll stop.
Я поплаваю.,I'll swim.
Я буду говорить.,I'll talk.
Я поговорю.,I'll talk.
Я буду работать.,I'll work.
Я дипломированный бухгалтер.,I'm a CPA.
Я полицейская.,I'm a cop.
Я фанат.,I'm a fan.
Я фанатка.,I'm a fan.
Я ребёнок.,I'm a kid.
Я мужчина.,I'm a man.
Я человек.,I'm a man.
Я мужик.,I'm a man.
Я монахиня.,I'm a nun.
Я профи.,I'm a pro.
Я шпионка.,I'm a spy.
Я шпион.,I'm a spy.
Я - ветеран.,I'm a vet.
Я - ветеринар.,I'm a vet.
Я жив.,I'm alive.
Я жива.,I'm alive.
Я живой.,I'm alive.
Я живая.,I'm alive.
Я один.,I'm alone.
Я одна.,I'm alone.
Я в одиночестве.,I'm alone.
Я зол.,I'm angry.
Я зла.,I'm angry.
Я злюсь.,I'm angry.
Я разозлён.,I'm angry.
Я разозлена.,I'm angry.
Я вооружён.,I'm armed.
Я вооружена.,I'm armed.
Я вооружен.,I'm armed.
Я проснулся.,I'm awake.
Я бодрствую.,I'm awake.
Я не сплю.,I'm awake.
Я проснулась.,I'm awake.
Я слепая.,I'm blind.
Я слепой.,I'm blind.
Я властный.,I'm bossy.
Я властная.,I'm bossy.
Я храбрый.,I'm brave.
Я храбрая.,I'm brave.
Я смелый.,I'm brave.
Я смелая.,I'm brave.
Я отважный.,I'm brave.
Я отважная.,I'm brave.
Я на нуле.,I'm broke.
Я на мели.,I'm broke.
Я чистый.,I'm clean.
Я чистая.,I'm clean.
Я псих.,I'm crazy.
Я сумасшедший.,I'm crazy.
Я сумасшедшая.,I'm crazy.
Я излечен.,I'm cured.
Меня вылечили.,I'm cured.
Я излечена.,I'm cured.
Я грязный.,I'm dirty.
Я грязная.,I'm dirty.
У меня голова кружится.,I'm dizzy.
У меня кружится голова.,I'm dizzy.
Я пьян.,I'm drunk.
Я пьяна.,I'm drunk.
Я пьяный.,I'm drunk.
Я пьяная.,I'm drunk.
Я умираю.,I'm dying.
Я рано.,I'm early.
Я первый.,I'm first.
Я первая.,I'm first.
Я придирчивый.,I'm fussy.
Я придирчивая.,I'm fussy.
Я ухожу.,I'm going.
"Ну, я пойду.",I'm going.
Я иду.,I'm going.
Я доволен.,I'm happy.
Я любим.,I'm loved.
Я любима.,I'm loved.
Меня любят.,I'm loved.
Я преданный.,I'm loyal.
Я преданная.,I'm loyal.
Мне везёт.,I'm lucky.
Я везучий.,I'm lucky.
Я удачлив.,I'm lucky.
Я удачлива.,I'm lucky.
Вру.,I'm lying.
Я лежу.,I'm lying.
Я лгу.,I'm lying.
Я вру.,I'm lying.
Я наивный.,I'm naive.
Я наивная.,I'm naive.
Я раздетый.,I'm naked.
Я голый.,I'm naked.
Я голая.,I'm naked.
Я нуждаюсь.,I'm needy.
Я в нужде.,I'm needy.
Я жирный.,I'm obese.
Я старше.,I'm older.
Я разборчивый.,I'm picky.
Я разборчивая.,I'm picky.
